id,route_id,vehicle_code,customer_in_vehicle_route_order_number,customer_code,customer_latitude,customer_longitude,come_to_the_customer_at_min,distance_between_two_last_customers_km,total_distance_to_customer_km,total_delivery_time_min,customer_time_window,
270,2939484,A08-J-522,21,1000,43.37391833,17.60171712,830.162,21.49,98.913,0.0,0, 
271,2939484,O76-T-702,0,1000,43.37391833,17.60171712,435.911,0.0,0.0,0.0,0, 
272,2939484,O76-T-702,1,922169,43.150043,17.603987,481.0,42.639,42.639,9.76, - , 
273,2939484,O76-T-702,2,139459,42.92503,17.62314,558.542,60.101,102.74,12.58, - , 
274,2939484,O76-T-702,3,922045,42.92513,17.622468333333,571.386,0.096,102.836,21.21, - , 
275,2939484,O76-T-702,4,144593,42.9251037,17.62225333,592.948,0.105,102.941,29.66,08:00 - 15:00, 
276,2939484,O76-T-702,5,920420,42.926151666666,17.619326666666,623.224,0.432,103.373,12.31, - , 
277,2939484,O76-T-702,6,1071,42.92687,17.61432,636.26,0.69,104.063,56.67, - , 
278,2939484,O76-T-702,7,15210,42.92648,17.61521,693.018,0.082,104.145,22.12,08:00 - 14:00, 
279,2939484,O76-T-702,8,920233,42.926395,17.615305,715.149,0.012,104.157,11.54, - , 
280,2939484,O76-T-702,9,922513,42.926086,17.615504,726.788,0.042,104.199,10.64, - , 
281,2939484,O76-T-702,10,1072,42.92399,17.61613,737.879,0.313,104.512,24.6, - , 
282,2939484,O76-T-702,11,1097,42.92083,17.61884,763.051,0.502,105.014,12.27, - , 
283,2939484,O76-T-702,12,1065,42.91402,17.62646,776.817,1.476,106.49,34.26, - , 
284,2939484,O76-T-702,13,1077,42.91168,17.62751,811.649,0.438,106.928,20.11, - , 
285,2939484,O76-T-702,14,136683,42.91088,17.63009,832.243,0.295,107.223,11.27, - , 
286,2939484,O76-T-702,15,1075,42.90571,17.63831,844.569,0.905,108.128,8.69, - , 
287,2939484,O76-T-702,16,922995,42.918835,17.623683,857.615,2.339,110.467,11.13, - , 
288,2939484,O76-T-702,17,15362,42.92051,17.61339,870.89,0.976,111.443,8.94, - , 
289,2939484,O76-T-702,18,923170,42.927226,17.6109361,883.119,1.489,112.932,9.89, - , 
290,2939484,O76-T-702,19,136677,42.92911629,17.60121876,895.286,1.03,113.962,8.54, - , 
291,2939484,O76-T-702,20,923275,42.92855,17.6084,905.707,0.842,114.804,12.63, - , 
292,2939484,O76-T-702,21,1000,43.37391833,17.60171712,1023.673,97.354,212.158,0.0,0, 
293,2939484,O76-T-703,0,1000,43.37391833,17.60171712,450.134,0.0,0.0,0.0,0, 
294,2939484,O76-T-703,1,938,43.46274,17.33218,481.0,29.704,29.704,43.89, - , 
295,2939484,O76-T-703,2,1405,43.46364,17.32984,525.099,0.208,29.912,20.17, - , 
296,2939484,O76-T-703,3,838,43.61349822,16.99472838,603.503,43.644,73.556,13.64,08:00 - 15:00, 
297,2939484,O76-T-703,4,140062,43.61551,16.99988,617.682,0.528,74.084,11.35, - , 
298,2939484,O76-T-703,5,142318,43.68816,17.07979,644.3,15.04,89.124,12.75, - , 
299,2939484,O76-T-703,6,921195,43.77238815,17.00831753,671.658,14.265,103.389,8.18, - , 
300,2939484,O76-T-703,7,142687,43.8232,17.00582,686.548,6.255,109.644,12.16,08:00 - 14:00, 
301,2939484,O76-T-703,8,15308,43.82444,16.99955,699.731,0.645,110.289,8.72, - , 
302,2939484,O76-T-703,9,1657,43.82317,16.99404,709.287,0.559,110.848,29.16, - , 
303,2939484,O76-T-703,10,922137,43.82281781,16.99424624,738.634,0.058,110.906,8.26, - , 
304,2939484,O76-T-703,11,15031,43.82201,16.99546,747.543,0.198,111.104,16.98,08:00 - 15:00, 
305,2939484,O76-T-703,12,131752,43.82307,16.99657,765.249,0.219,111.323,37.63,08:00 - 14:00, 
306,2939484,O76-T-703,13,15161,43.82173,16.9971,803.792,0.276,111.599,28.7,08:00 - 14:00, 
307,2939484,O76-T-703,14,921194,43.82127212,17.00257824,833.13,0.508,112.107,7.77, - , 
308,2939484,O76-T-703,15,138131,43.8225,16.99941,841.549,0.428,112.535,7.93, - , 
309,2939484,O76-T-703,16,922656,43.8238559,17.0002729,850.073,0.242,112.777,10.04, - , 
310,2939484,O76-T-703,17,131279,43.82316,17.00823,861.422,0.802,113.579,17.66, - , 
311,2939484,O76-T-703,18,131280,43.82438,17.00608,879.907,0.418,113.997,9.86, - , 
312,2939484,O76-T-703,19,1664,43.82746,17.00381,890.449,0.441,114.438,9.59, - , 
313,2939484,O76-T-703,20,139381,43.87597,16.7711,930.168,24.21,138.648,8.63, - , 
314,2939484,O76-T-703,21,1000,43.37391833,17.60171712,1067.663,120.234,258.882,0.0,0, 
315,2939484,T14-E-264,0,1000,43.37391833,17.60171712,475.006,0.0,0.0,0.0,0, 
316,2939484,T14-E-264,1,922014,43.363114,17.634783,480.0,4.047,4.047,7.81,08:00 - 15:00, 
317,2939484,T14-E-264,2,587,43.22818015,17.69631887,518.94,24.302,28.349,8.57, - , 
318,2939484,T14-E-264,3,742,43.22780491,17.69687677,527.873,0.155,28.504,9.51,08:00 - 14:00, 
319,2939484,T14-E-264,4,131250,43.32004,17.81924,561.066,19.347,47.851,9.97,08:00 - 15:00, 
320,2939484,T14-E-264,5,132531,43.33978,17.80215,576.426,3.076,50.927,13.05,08:00 - 15:00, 
321,2939484,T14-E-264,6,922111,43.344435,17.807686666666,591.632,1.04,51.967,11.5, - , 
322,2939484,T14-E-264,7,921336,43.35442352,17.80005933,605.607,1.359,53.326,11.87,08:00 - 14:00, 
323,2939484,T14-E-264,8,921003,43.3526515,17.79721674,618.434,0.433,53.759,10.23,08:00 - 15:00, 
324,2939484,T14-E-264,9,137634,43.34691846,17.81345256,632.415,1.969,55.728,8.73, - , 
325,2939484,T14-E-264,10,10825,43.36369616,17.8181746,645.798,2.284,58.012,7.77, - , 
326,2939484,T14-E-264,11,137637,43.65430986,17.75944763,697.931,43.52,101.532,10.55, - , 
327,2939484,T14-E-264,12,923845,43.658726,17.762443,709.108,0.577,102.109,12.95, - , 
328,2939484,T14-E-264,13,7896,43.6609542,17.76228004,722.432,0.312,102.421,36.05,08:00 - 14:00, 
329,2939484,T14-E-264,14,1648,43.65997622,17.76313835,759.307,0.309,102.73,17.2, - , 
330,2939484,T14-E-264,15,136347,43.65997622,17.76313835,776.507,0.0,102.73,16.5, - , 
331,2939484,T14-E-264,16,131820,43.66258412,17.76279503,794.03,0.47,103.2,19.43,08:00 - 14:00, 
332,2939484,T14-E-264,17,923737,43.70319,17.282785,885.268,58.533,161.733,8.81, - , 
333,2939484,T14-E-264,18,168,43.70264,17.21033,902.042,7.192,168.925,28.93, - , 
334,2939484,T14-E-264,19,1000,43.37391833,17.60171712,996.367,63.361,232.286,0.0,0, 
335,2958047,875-M-523,0,1000,43.37391833,17.60171712,477.304,0.0,0.0,0.0,0, 
336,2958047,875-M-523,1,139432,43.36661,17.63372,481.0,2.949,2.949,9.99, - , 
337,2958047,875-M-523,2,1684,43.34135,17.7989,508.029,16.778,19.727,11.95, - , 
338,2958047,875-M-523,3,883,43.34788,17.80341,521.046,1.05,20.777,8.81, - , 
339,2958047,875-M-523,4,921302,43.35266,17.80444,531.341,0.873,21.65,63.55,08:00 - 15:00, 
340,2958047,875-M-523,5,27,43.35324,17.79377,597.773,1.372,23.022,10.2, - , 
341,2958047,875-M-523,6,923590,43.34687,17.79848,610.437,1.183,24.205,74.56, - , 
342,2958047,875-M-523,7,1436,43.34398,17.79799,687.813,0.984,25.189,9.38, - , 
343,2958047,875-M-523,8,1000,43.37391833,17.60171712,719.93,20.187,45.376,0.0,0, 
344,2958047,A08-J-522,0,1000,43.37391833,17.60171712,479.119,0.0,0.0,0.0,0, 
345,2958047,A08-J-522,1,145229,43.37916,17.60656,481.0,0.847,0.847,8.91, - , 
346,2958047,A08-J-522,2,920349,43.38179994,17.59534712,491.626,1.136,1.983,17.86, - , 
347,2958047,A08-J-522,3,144000,43.39652565,17.5696173,513.424,2.98,4.963,8.93, - , 
348,2958047,A08-J-522,4,920348,43.38893651,17.58360414,525.126,1.896,6.859,17.28, - , 
349,2958047,A08-J-522,5,142710,43.37947,17.58648,546.421,2.53,9.389,9.81, - , 
350,2958047,A08-J-522,6,922961,43.3799511,17.5731857,557.661,1.177,10.566,23.38, - , 
351,2958047,A08-J-522,7,10703,43.47250393,17.33253785,608.101,26.514,37.08,12.25, - , 
352,2958047,A08-J-522,8,921035,43.47431317,17.32787704,620.824,0.433,37.513,8.97, - , 
353,2958047,A08-J-522,9,7521,43.47523786,17.32810521,629.959,0.161,37.674,16.82,08:00 - 14:00, 
354,2958047,A08-J-522,10,974,43.54227023,17.40419441,661.277,14.278,51.952,8.87, - , 
355,2958047,A08-J-522,11,140150,43.5422,17.41008,670.631,0.472,52.424,22.83, - , 
356,2958047,A08-J-522,12,1998,43.54998018,17.42732548,695.342,1.857,54.281,9.11, - , 
357,2958047,A08-J-522,13,138087,43.41305,17.87588,777.074,53.47,107.751,20.2,08:00 - 15:00, 
358,2958047,A08-J-522,14,131248,43.40848,17.87487,797.802,0.515,108.266,16.29,08:00 - 15:00, 
359,2958047,A08-J-522,15,135372,43.37121,17.84742,819.328,4.925,113.191,9.63, - , 
360,2958047,A08-J-522,16,131511,43.36378,17.82157,831.796,2.471,115.662,8.15,08:00 - 14:00, 
361,2958047,A08-J-522,17,10825,43.36369616,17.8181746,840.419,0.273,115.935,7.77, - , 
362,2958047,A08-J-522,18,990,43.3552,17.81367,849.993,1.327,117.262,9.35,08:00 - 15:00, 
363,2958047,A08-J-522,19,131249,43.34937,17.80554,863.16,1.689,118.951,13.01,08:00 - 15:00, 
364,2958047,A08-J-522,20,131247,43.34828,17.79084,879.778,2.082,121.033,14.74,08:00 - 15:00, 
365,2958047,A08-J-522,21,921872,43.34521,17.7901,898.17,1.387,122.42,8.82, - , 
366,2958047,A08-J-522,22,142857,43.3468,17.7848,911.126,1.609,124.029,8.15, - , 
367,2958047,A08-J-522,23,1193,43.3431,17.77585,922.092,1.279,125.308,8.04, - , 
368,2958047,A08-J-522,24,1000,43.37391833,17.60171712,954.563,21.147,146.455,0.0,0, 
369,2958047,O76-T-703,0,1000,43.37391833,17.60171712,453.897,0.0,0.0,0.0,0, 
370,2958047,O76-T-703,1,131250,43.32004,17.81924,480.0,22.484,22.484,15.09,08:00 - 15:00, 
371,2958047,O76-T-703,2,7634,43.3059,17.82088,499.501,1.938,24.422,40.2,08:00 - 14:00, 
372,2958047,O76-T-703,3,739,43.20614682,17.78742814,556.696,14.935,39.357,12.52,08:00 - 14:00, 
373,2958047,O76-T-703,4,7930,43.1377,17.77995,587.905,11.595,50.952,9.82,08:00 - 14:00, 
374,2958047,O76-T-703,5,138157,43.135963,17.776839,598.044,0.317,51.269,15.89,08:00 - 15:00, 
375,2958047,O76-T-703,6,145094,43.11971,17.74075,617.553,3.569,54.838,13.2, - , 
376,2958047,O76-T-703,7,1118,43.11155,17.71267,634.801,3.603,58.441,14.4,08:00 - 15:00, 
377,2958047,O76-T-703,8,133395,43.08457827,17.71831298,652.996,3.372,61.813,10.83, - , 
378,2958047,O76-T-703,9,738,43.07658527,17.71537328,664.882,0.993,62.806,19.09,08:00 - 14:00, 
379,2958047,O76-T-703,10,134513,43.048462,17.665945,690.781,6.546,69.352,10.66, - , 
380,2958047,O76-T-703,11,131297,43.06842,17.666886,713.068,8.664,78.016,16.64, - , 
381,2958047,O76-T-703,12,138336,43.10545702,17.69812131,738.761,7.096,85.112,8.71, - , 
382,2958047,O76-T-703,13,144561,43.10746,17.70177,749.627,0.495,85.607,20.99,08:00 - 15:00, 
383,2958047,O76-T-703,14,1676,43.1094,17.70362,771.882,0.386,85.993,8.77, - , 
384,2958047,O76-T-703,15,15027,43.11036,17.70165,780.949,0.272,86.265,12.87,08:00 - 15:00, 
385,2958047,O76-T-703,16,15203,43.11035251,17.70323897,794.303,0.233,86.498,30.81,08:00 - 14:00, 
386,2958047,O76-T-703,17,920300,43.11001558,17.70152194,825.652,0.273,86.771,11.68,08:00 - 14:00, 
387,2958047,O76-T-703,18,1016,43.111171,17.69928539,837.761,0.388,87.159,9.21, - , 
388,2958047,O76-T-703,19,922805,43.111334,17.699419,847.235,0.236,87.395,8.79, - , 
389,2958047,O76-T-703,20,922810,43.112536,17.699729,856.344,0.187,87.582,10.16, - , 
390,2958047,O76-T-703,21,1760,43.12116036,17.68610501,868.473,1.826,89.408,9.58, - , 
391,2958047,O76-T-703,22,923589,43.12712827287,17.67978970747,878.933,0.863,90.271,13.52, - , 
392,2958047,O76-T-703,23,359,43.33684662,17.56057256,927.4,31.944,122.215,8.35, - , 
393,2958047,O76-T-703,24,1805,43.38176,17.59155,945.606,8.888,131.103,8.07, - , 
394,2958047,O76-T-703,25,1000,43.37391833,17.60171712,956.756,1.82,132.923,0.0,0, 
395,2958047,O78-K-074,0,1000,43.37391833,17.60171712,463.543,0.0,0.0,0.0,0, 
396,2958047,O78-K-074,1,133685,43.33623,17.77225,481.0,16.499,16.499,8.42, - , 
397,2958047,O78-K-074,2,132531,43.33978,17.80215,493.38,3.46,19.959,21.81,08:00 - 15:00, 
398,2958047,O78-K-074,3,131768,43.34568,17.80545,517.126,0.891,20.85,8.8, - , 
399,2958047,O78-K-074,4,15208,43.3503,17.80166,527.015,0.734,21.584,36.46,08:00 - 14:00, 
400,2958047,O78-K-074,5,921336,43.35442352,17.80005933,565.092,0.752,22.336,15.55,08:00 - 14:00, 
401,2958047,O78-K-074,6,1408,43.35459,17.79902,580.939,0.134,22.47,10.75,08:00 - 15:00, 
402,2958047,O78-K-074,7,921003,43.3526515,17.79721674,592.404,0.326,22.796,14.22,08:00 - 15:00, 
403,2958047,O78-K-074,8,921276,43.35147,17.79922,607.196,0.258,23.054,8.61, - , 
404,2958047,O78-K-074,9,140805,43.34902,17.80454,617.555,0.773,23.827,10.77, - , 
405,2958047,O78-K-074,10,142995,43.338239,17.810566,630.91,1.77,25.597,8.7, - , 
406,2958047,O78-K-074,11,138020,43.33819,17.80834,640.589,0.444,26.041,8.54, - , 
407,2958047,O78-K-074,12,1644,43.3235,17.83111,652.792,3.086,29.127,8.38, - , 
408,2958047,O78-K-074,13,1324,43.31139,17.83113,663.482,1.777,30.904,12.53, - , 
409,2958047,O78-K-074,14,923413,43.311751,17.830779,676.573,0.285,31.189,11.96, - , 
410,2958047,O78-K-074,15,133834,43.15725,17.90999,708.883,20.047,51.236,8.59, - , 
411,2958047,O78-K-074,16,1782,43.08611841,17.93294632,727.758,10.126,61.362,8.71, - , 
412,2958047,O78-K-074,17,7945,43.07982,17.94985,739.383,2.092,63.454,13.82,08:00 - 14:00, 
413,2958047,O78-K-074,18,922910,43.0791928,17.9500538,753.379,0.079,63.533,11.09, - , 
414,2958047,O78-K-074,19,7935,43.083,17.95873,766.042,0.971,64.504,12.59,08:00 - 14:00, 
415,2958047,O78-K-074,20,134004,43.08566,17.95966,779.347,0.323,64.827,15.03, - , 
416,2958047,O78-K-074,21,921861,43.082231599838,17.959783126123,795.334,0.437,65.264,10.04, - , 
417,2958047,O78-K-074,22,921127,43.08222786,17.96003741,805.407,0.015,65.279,11.76,08:00 - 14:00, 
418,2958047,O78-K-074,23,144835,43.1358,17.82766,831.28,13.702,78.981,9.78, - , 
419,2958047,O78-K-074,24,921932,43.10820519,17.71376174,852.401,11.162,90.143,14.72, - , 
420,2958047,O78-K-074,25,871,43.1135752,17.7051397,868.969,1.605,91.748,13.39, - , 
421,2958047,O78-K-074,26,144045,43.3807986974716,17.5956451892853,931.309,44.292,136.04,7.9, - , 
422,2958047,O78-K-074,27,1000,43.37391833,17.60171712,941.585,1.267,137.307,0.0,0, 
423,2958047,T14-E-264,0,1000,43.37391833,17.60171712,478.03,0.0,0.0,0.0,0, 
424,2958047,T14-E-264,1,920347,43.3838493,17.59254417,481.0,1.736,1.736,16.44, - , 
425,2958047,T14-E-264,2,139214,43.38041,17.57933,498.925,1.264,3.0,8.58, - , 
426,2958047,T14-E-264,3,1487,43.37776,17.55557,509.881,2.105,5.105,13.63, - , 
427,2958047,T14-E-264,4,1387,43.4646396,17.34455414,548.162,23.898,29.003,8.44, - , 
428,2958047,T14-E-264,5,143115,43.46942,17.32524,560.21,2.532,31.535,16.27,08:00 - 14:00, 
429,2958047,T14-E-264,6,7982,43.47243497,17.32707524,577.844,0.622,32.157,10.78, - , 
430,2958047,T14-E-264,7,1687,43.472493,17.327104,588.624,0.002,32.159,9.31, - , 
431,2958047,T14-E-264,8,921733,43.4733,17.32598,598.231,0.136,32.295,8.24, - , 
432,2958047,T14-E-264,9,1518,43.47582956,17.32276225,607.153,0.602,32.897,10.39, - , 
433,2958047,T14-E-264,10,921824,43.48384214,17.29862149,619.787,2.21,35.107,20.63, - , 
434,2958047,T14-E-264,11,15323,43.57045516,17.2857266,652.308,11.66,46.767,8.1, - , 
435,2958047,T14-E-264,12,923767,43.622175,17.258022,667.415,6.855,53.622,8.64, - , 
436,2958047,T14-E-264,13,1654,43.62293339,17.25656563,676.22,0.143,53.765,8.21, - , 
437,2958047,T14-E-264,14,131335,43.64127,17.23204,687.631,2.995,56.76,15.69,08:00 - 15:00, 
438,2958047,T14-E-264,15,142115,43.7088,17.23035,713.364,9.702,66.462,7.83, - , 
439,2958047,T14-E-264,16,1651,43.71229,17.23658,722.558,0.921,67.383,26.37,08:00 - 15:00, 
440,2958047,T14-E-264,17,10538,43.71415,17.23875,749.709,0.472,67.855,14.11, - , 
441,2958047,T14-E-264,18,1665,43.71608,17.23162,764.941,0.684,68.539,10.36, - , 
442,2958047,T14-E-264,19,137381,43.71619,17.2317,775.543,0.077,68.616,15.4,08:00 - 15:00, 
443,2958047,T14-E-264,20,141727,43.71657,17.23185,791.317,0.114,68.73,8.22, - , 
444,2958047,T14-E-264,21,7959,43.71882,17.23422,800.571,0.559,69.289,23.04,08:00 - 14:00, 
445,2958047,T14-E-264,22,1653,43.71704,17.23412,823.974,0.275,69.564,10.4, - , 
446,2958047,T14-E-264,23,142854,43.71736,17.23237,834.649,0.203,69.767,9.77, - , 
447,2958047,T14-E-264,24,140167,43.71954,17.22775,845.002,0.445,70.212,8.06, - , 
448,2958047,T14-E-264,25,136404,43.72081319,17.22471171,853.557,0.373,70.585,12.66, - , 
449,2958047,T14-E-264,26,922911,43.763243,17.230827,872.41,5.265,75.85,7.83, - , 
450,2958047,T14-E-264,27,204,43.71837,17.21969,887.434,5.737,81.587,8.79, - , 
451,2958047,T14-E-264,28,923838,43.715532,17.228116,898.963,1.243,82.83,8.56, - , 
452,2958047,T14-E-264,29,144631,43.7019918847229,17.210914975587,911.021,2.89,85.72,8.13, - , 
453,2958047,T14-E-264,30,138650,43.47312,17.29732,951.898,31.653,117.373,8.4, - , 
454,2958047,T14-E-264,31,1000,43.37391833,17.60171712,996.279,34.105,151.478,0.0,0, 
455,2970877,A08-J-522,0,1000,43.37391833,17.60171712,451.213,0.0,0.0,0.0,0, 
456,2970877,A08-J-522,1,131532,43.30208,17.82904,480.0,25.947,25.947,8.6,08:00 - 14:00, 
457,2970877,A08-J-522,2,139927,43.25686,18.11159,522.865,33.272,59.219,9.47, - , 
458,2970877,A08-J-522,3,143271,43.2577,18.1118,533.05,0.486,59.705,19.08, - , 
459,2970877,A08-J-522,4,137663,43.25821,18.11214,552.295,0.075,59.78,11.22,08:00 - 15:00, 
460,2970877,A08-J-522,5,387,43.2584888,18.11349922,563.823,0.152,59.932,11.14, - , 
461,2970877,A08-J-522,6,1973,43.25596499,18.11753595,575.425,0.44,60.372,13.52, - , 
462,2970877,A08-J-522,7,139925,43.25554,18.12072,589.374,0.334,60.706,10.89, - , 
463,2970877,A08-J-522,8,598,43.16733,18.53412,651.04,49.253,109.959,14.66, - , 
464,2970877,A08-J-522,9,921968,42.8826481103897,18.4272694587707,706.554,42.879,152.838,9.15, - , 
465,2970877,A08-J-522,10,138841,42.87185,18.43088,718.267,1.545,154.383,8.97, - , 
466,2970877,A08-J-522,11,141650,42.87176,18.43113,727.237,0.002,154.385,8.7, - , 
467,2970877,A08-J-522,12,135439,42.87255,18.43057,736.399,0.129,154.514,11.69, - , 
468,2970877,A08-J-522,13,136151,42.87295,18.42446,749.508,0.562,155.076,8.91, - , 
469,2970877,A08-J-522,14,137662,42.87354,18.42531,758.528,0.105,155.181,16.78,08:00 - 15:00, 
470,2970877,A08-J-522,15,920629,42.70068264,18.3479284,808.418,31.499,186.68,9.3, - , 
471,2970877,A08-J-522,16,142177,43.08159,17.96176,892.177,60.133,246.813,8.64, - , 
472,2970877,A08-J-522,17,143637,43.08289,17.95831,901.521,0.321,247.134,10.96, - , 
473,2970877,A08-J-522,18,140563,43.0766,17.94806,915.594,2.091,249.225,8.21, - , 
474,2970877,A08-J-522,19,142178,43.08198,17.95363,925.762,1.273,250.498,8.78, - , 
475,2970877,A08-J-522,20,145240,43.1568758,17.91103418,947.544,12.763,263.261,8.66, - , 
476,2970877,A08-J-522,21,1000,43.37391833,17.60171712,1003.691,45.003,308.264,0.0,0, 
477,2970877,A69-O-649,0,1000,43.37391833,17.60171712,479.295,0.0,0.0,0.0,0, 
478,2970877,A69-O-649,1,7741,43.37306,17.60902,481.0,0.835,0.835,11.06, - , 
479,2970877,A69-O-649,2,920712,43.33832,17.79684,511.145,18.608,19.443,8.04, - , 
480,2970877,A69-O-649,3,1186,43.35179,17.78064,524.234,2.3,21.743,15.82, - , 
481,2970877,A69-O-649,4,133658,43.35028,17.78358,540.703,0.296,22.039,10.05, - , 
482,2970877,A69-O-649,5,921224,43.34888233,17.78906488,552.084,0.604,22.643,8.94, - , 
483,2970877,A69-O-649,6,15251,43.34646,17.79313,562.223,0.546,23.189,11.82,08:00 - 14:00, 
484,2970877,A69-O-649,7,142763,43.34625,17.80035,576.694,1.167,24.356,8.04, - , 
485,2970877,A69-O-649,8,15247,43.34668,17.8017,585.339,0.277,24.633,11.48,08:00 - 14:00, 
486,2970877,A69-O-649,9,921675,43.34816,17.813051666666,598.766,1.029,25.662,15.69,08:00 - 14:00, 
487,2970877,A69-O-649,10,884,43.34807,17.80836,615.336,0.4,26.062,9.27, - , 
488,2970877,A69-O-649,11,923124,43.351954,17.802762,626.179,0.716,26.778,8.57, - , 
489,2970877,A69-O-649,12,133290,43.35112,17.79835,635.783,0.489,27.267,11.6,08:00 - 14:00, 
490,2970877,A69-O-649,13,15249,43.3505,17.79755,647.581,0.093,27.36,8.92,08:00 - 14:00, 
491,2970877,A69-O-649,14,1000,43.37391833,17.60171712,678.798,20.865,48.225,0.0,0, 
492,2970877,J92-T-826,0,1000,43.37391833,17.60171712,460.265,0.0,0.0,0.0,0, 
493,2970877,J92-T-826,1,1684,43.34135,17.7989,481.0,19.728,19.728,10.28, - , 
494,2970877,J92-T-826,2,139661,43.34959,17.80376,493.865,1.604,21.332,8.14,08:00 - 15:00, 
495,2970877,J92-T-826,3,139007,43.34938,17.80456,502.236,0.08,21.412,53.27,08:00 - 14:00, 
496,2970877,J92-T-826,4,140805,43.34902,17.80454,555.528,0.007,21.419,7.75, - , 
497,2970877,J92-T-826,5,142817,43.34895,17.80541,563.509,0.069,21.488,7.82, - , 
498,2970877,J92-T-826,6,922111,43.344435,17.807686666666,572.429,0.67,22.158,7.77, - , 
499,2970877,J92-T-826,7,131473,43.34062,17.80757,580.925,0.498,22.656,8.78, - , 
500,2970877,J92-T-826,8,142995,43.338239,17.810566,590.992,0.569,23.225,9.27, - , 
501,2970877,J92-T-826,9,135887,43.34289,17.80943,601.769,0.683,23.908,8.14, - , 
502,2970877,J92-T-826,10,1748,43.34178,17.81311,613.242,0.642,24.55,9.28, - , 
503,2970877,J92-T-826,11,145259,43.34425513,17.8136708,623.358,0.34,24.89,8.37, - , 
504,2970877,J92-T-826,12,138315,43.34449,17.80252,633.862,0.974,25.864,9.79, - , 
505,2970877,J92-T-826,13,144414,43.3434677120402,17.803607583046,644.169,0.237,26.101,8.26, - , 
506,2970877,J92-T-826,14,1000,43.37391833,17.60171712,674.429,20.227,46.328,0.0,0, 
507,2970877,O76-T-702,0,1000,43.37391833,17.60171712,480.571,0.0,0.0,0.0,0, 
508,2970877,O76-T-702,1,1078,43.37446,17.60252,481.0,0.161,0.161,54.82, - , 
509,2970877,O76-T-702,2,7525,43.38201,17.59221,539.065,1.913,2.074,19.87,08:00 - 14:00, 
510,2970877,O76-T-702,3,131246,43.37751,17.564424,561.828,2.465,4.539,37.96,08:00 - 15:00, 
511,2970877,O76-T-702,4,1353,43.37804,17.56356,600.151,0.206,4.745,14.25, - , 
512,2970877,O76-T-702,5,1487,43.37776,17.55557,615.512,0.824,5.569,9.5, - , 
513,2970877,O76-T-702,6,1540,43.35065711,17.48231107,635.682,10.277,15.846,8.11, - , 
514,2970877,O76-T-702,7,506,43.36862789,17.42918857,649.204,5.021,20.867,9.6, - , 
515,2970877,O76-T-702,8,138579,43.36692,17.42341,659.849,0.568,21.435,8.85, - , 
516,2970877,O76-T-702,9,7572,43.367,17.42341,668.71,0.007,21.442,26.12, - , 
517,2970877,O76-T-702,10,239,43.36807958,17.42099577,695.061,0.229,21.671,9.6, - , 
518,2970877,O76-T-702,11,140975,43.37182,17.41506,705.816,0.994,22.665,7.91,08:00 - 12:00, 
519,2970877,O76-T-702,12,139172,43.3784,17.40724,715.684,1.253,23.918,8.4, - , 
520,2970877,O76-T-702,13,921560,43.37293062,17.41121107,725.668,1.067,24.985,10.84, - , 
521,2970877,O76-T-702,14,136707,43.38879362,17.37056621,740.402,3.824,28.809,8.03, - , 
522,2970877,O76-T-702,15,923817,43.413612,17.310452,754.196,5.675,34.484,8.8, - , 
523,2970877,O76-T-702,16,139709,43.42178,17.27912,765.9,2.774,37.258,18.76, - , 
524,2970877,O76-T-702,17,923132,43.41633743,17.29287154,786.079,1.311,38.569,13.85, - , 
525,2970877,O76-T-702,18,139814,43.41585,17.29739,800.303,0.369,38.938,10.49, - , 
526,2970877,O76-T-702,19,760,43.37195186,17.31434041,817.811,5.317,44.255,11.06, - , 
527,2970877,O76-T-702,20,494,43.31416565,17.38825136,842.258,10.128,54.383,9.98, - , 
528,2970877,O76-T-702,21,15121,43.34244532,17.42992216,865.185,11.217,65.6,8.78, - , 
529,2970877,O76-T-702,22,1089,43.34349087,17.42895657,874.251,0.173,65.773,12.55, - , 
530,2970877,O76-T-702,23,1173,43.36396136,17.41756254,889.903,2.699,68.472,28.06, - , 
531,2970877,O76-T-702,24,137885,43.36399256,17.42213303,918.777,0.45,68.922,8.77, - , 
532,2970877,O76-T-702,25,1805,43.38176,17.59155,947.666,19.205,88.127,8.31, - , 
533,2970877,O76-T-702,26,1000,43.37391833,17.60171712,959.056,1.82,89.947,0.0,0, 
534,2970877,O76-T-703,0,1000,43.37391833,17.60171712,457.164,0.0,0.0,0.0,0, 
535,2970877,O76-T-703,1,133291,43.33916,17.80854,480.0,20.603,20.603,14.21,08:00 - 14:00, 
536,2970877,O76-T-703,2,131472,43.34159,17.81442,497.334,1.748,22.351,8.78, - , 
537,2970877,O76-T-703,3,1281,43.34294,17.81407,506.455,0.153,22.504,12.27, - , 
538,2970877,O76-T-703,4,137731,43.36458,17.82233,524.599,2.858,25.362,41.57,08:00 - 15:00, 
539,2970877,O76-T-703,5,923700,43.377547,17.851378,569.722,3.156,28.518,7.9, - , 
540,2970877,O76-T-703,6,131474,43.40957,17.87506,581.835,4.149,32.667,8.53, - , 
541,2970877,O76-T-703,7,145214,43.35020399,17.79493519,604.423,10.798,43.465,8.79, - , 
542,2970877,O76-T-703,8,142857,43.3468,17.7848,615.501,1.197,44.662,8.05, - , 
543,2970877,O76-T-703,9,1534,43.35282,17.79307,625.432,1.067,45.729,19.83, - , 
